title,Author,audio_url,Admiration,Amusement,Anger,Compassion,Contempt,Disappointment,Disgust,Fear,Guilt,Hate,Interest,Joy,Pleasure,Answer.Love,Contentment,Answer.Pride,Answer.Regret,Answer.Relief,Answer.Sadness,Answer.Shame,Approve,Reject
Wasps,Ho Xuan Huong Marilyn Chin Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/07/3abcbabc331f328dc6387e685b9403ce8cb01d8e.mp3,0,0,0,0,0,0,2,1,0,0,0,2,0,0,0,0,1,0,0,0,,
Wasps,Ho Xuan Huong Marilyn Chin Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/07/3abcbabc331f328dc6387e685b9403ce8cb01d8e.mp3,7,8,2,3,2,3,3,3,1,2,2,9,5,2,3,5,2,3,3,3,,
Canto I,Ezra Pound,https://media.poetryfoundation.org/uploads/media/default/0001/07/31b8a6d1e0dab37b5bfecc1a5c916680cb193ff1.mp3,9,8,1,8,1,9,1,2,1,1,1,7,9,8,9,9,1,8,8,1,,
Canto I,Ezra Pound,https://media.poetryfoundation.org/uploads/media/default/0001/07/31b8a6d1e0dab37b5bfecc1a5c916680cb193ff1.mp3,3,8,2,5,6,3,7,7,7,6,5,6,2,2,2,2,6,2,3,6,,
Canto I,Ezra Pound,https://media.poetryfoundation.org/uploads/media/default/0001/07/31b8a6d1e0dab37b5bfecc1a5c916680cb193ff1.mp3,7,3,7,5,4,4,5,2,4,7,6,4,4,6,2,5,4,6,7,3,,
The Amaranth,Matthew Rohrer,https://media.poetryfoundation.org/uploads/media/default/0001/07/c8cefb244c34dd83e56bcfc7164d69744a08bc7f.mp3,2,7,2,6,5,5,7,3,4,6,4,5,4,4,3,7,5,4,7,7,,
The Amaranth,Matthew Rohrer,https://media.poetryfoundation.org/uploads/media/default/0001/07/c8cefb244c34dd83e56bcfc7164d69744a08bc7f.mp3,7,6,1,5,5,5,3,5,3,4,1,5,0,5,4,0,4,2,3,1,,
The Amaranth,Matthew Rohrer,https://media.poetryfoundation.org/uploads/media/default/0001/07/c8cefb244c34dd83e56bcfc7164d69744a08bc7f.mp3,6,7,2,7,7,2,8,6,6,2,6,5,4,3,5,2,5,5,1,6,,
“After Experience Taught Me ...”,W. D. Snodgrass,https://media.poetryfoundation.org/uploads/media/default/0001/06/a93c1a43a82424ff49ad8e5034b8ffca68ac50a1.mp3,2,3,1,4,5,3,5,4,4,1,7,2,1,4,3,1,4,3,3,6,,
“After Experience Taught Me ...”,W. D. Snodgrass,https://media.poetryfoundation.org/uploads/media/default/0001/06/a93c1a43a82424ff49ad8e5034b8ffca68ac50a1.mp3,6,7,3,5,2,2,3,1,2,1,3,9,7,6,8,7,2,8,3,1,,
“After Experience Taught Me ...”,W. D. Snodgrass,https://media.poetryfoundation.org/uploads/media/default/0001/06/a93c1a43a82424ff49ad8e5034b8ffca68ac50a1.mp3,1,1,7,1,5,5,6,5,6,5,8,2,1,1,1,0,6,5,5,4,,
Lyell’s Hypothesis Again,Kenneth Rexroth,https://media.poetryfoundation.org/uploads/media/default/0001/07/471f31ca63fd440d15d1a8cd41f62fedd0c60f90.mp3,4,7,4,7,4,4,4,5,3,5,2,7,3,2,5,4,7,6,6,7,,
Lyell’s Hypothesis Again,Kenneth Rexroth,https://media.poetryfoundation.org/uploads/media/default/0001/07/471f31ca63fd440d15d1a8cd41f62fedd0c60f90.mp3,10,9,2,1,2,1,2,1,1,1,1,10,8,7,10,9,1,6,1,2,,
Lyell’s Hypothesis Again,Kenneth Rexroth,https://media.poetryfoundation.org/uploads/media/default/0001/07/471f31ca63fd440d15d1a8cd41f62fedd0c60f90.mp3,1,7,5,3,4,7,4,3,7,5,5,6,2,1,1,1,4,1,3,5,,
Vietnam Epic Treatment,Donald Revell,https://media.poetryfoundation.org/uploads/media/default/0001/07/5390fe62e20b9729f5eeb8ae89728836657c4982.mp3,0,2,8,1,8,8,7,7,6,6,8,7,1,0,1,2,8,0,7,8,,
Vietnam Epic Treatment,Donald Revell,https://media.poetryfoundation.org/uploads/media/default/0001/07/5390fe62e20b9729f5eeb8ae89728836657c4982.mp3,8,2,8,2,4,4,6,8,6,6,6,2,6,6,8,6,2,6,4,2,,
Vietnam Epic Treatment,Donald Revell,https://media.poetryfoundation.org/uploads/media/default/0001/07/5390fe62e20b9729f5eeb8ae89728836657c4982.mp3,4,8,1,5,1,9,4,1,1,2,1,9,8,5,8,9,2,2,3,3,,
Revelations in the Key of K,Mary Karr,https://media.poetryfoundation.org/uploads/media/default/0001/05/1010b8cf1f208b606593a31254c64d890ce11507.mp3,2,8,6,2,6,3,7,7,7,7,6,9,2,2,2,2,8,1,8,7,,
Revelations in the Key of K,Mary Karr,https://media.poetryfoundation.org/uploads/media/default/0001/05/1010b8cf1f208b606593a31254c64d890ce11507.mp3,9,8,0,6,0,9,0,0,0,0,0,9,9,9,9,9,0,9,1,0,,
Revelations in the Key of K,Mary Karr,https://media.poetryfoundation.org/uploads/media/default/0001/05/1010b8cf1f208b606593a31254c64d890ce11507.mp3,3,1,3,3,4,4,1,3,3,2,2,3,3,2,3,1,3,4,1,1,,
A Tale,Louise Bogan,https://media.poetryfoundation.org/uploads/media/default/0001/06/c79bd6bad3b47c46a2f169291df330f689b4dc96.mp3,7,7,4,7,7,1,7,2,8,4,2,8,2,3,5,5,6,2,2,2,,
A Tale,Louise Bogan,https://media.poetryfoundation.org/uploads/media/default/0001/06/c79bd6bad3b47c46a2f169291df330f689b4dc96.mp3,2,10,2,6,5,5,7,3,4,6,4,6,8,4,3,10,5,4,7,7,,
A Tale,Louise Bogan,https://media.poetryfoundation.org/uploads/media/default/0001/06/c79bd6bad3b47c46a2f169291df330f689b4dc96.mp3,5,6,4,6,7,4,5,7,6,5,7,4,1,4,1,1,7,2,2,7,,
The Day is Done,Henry Wadsworth Longfellow,https://media.poetryfoundation.org/uploads/media/default/0001/08/aa1c6463f1cbd47853eec0024a3a5292253b5e02.mp3,8,7,8,4,5,5,7,8,10,10,6,10,10,6,8,7,10,8,7,7,,
The Day is Done,Henry Wadsworth Longfellow,https://media.poetryfoundation.org/uploads/media/default/0001/08/aa1c6463f1cbd47853eec0024a3a5292253b5e02.mp3,5,8,8,6,8,7,7,8,7,7,7,7,2,1,5,1,8,2,7,7,,
The Day is Done,Henry Wadsworth Longfellow,https://media.poetryfoundation.org/uploads/media/default/0001/08/aa1c6463f1cbd47853eec0024a3a5292253b5e02.mp3,8,8,0,3,0,9,0,0,0,0,0,9,9,9,9,7,0,9,0,0,,
The Pear,Jane Hirshfield,https://media.poetryfoundation.org/uploads/media/default/0001/07/684b7ab2116427eebdc9d237935662a17eb0250f.mp3,2,1,3,2,8,5,8,8,8,8,8,5,1,2,1,1,8,2,8,8,,
The Pear,Jane Hirshfield,https://media.poetryfoundation.org/uploads/media/default/0001/07/684b7ab2116427eebdc9d237935662a17eb0250f.mp3,4,6,4,5,5,5,7,3,7,5,7,3,7,7,3,7,3,2,6,6,,
The Pear,Jane Hirshfield,https://media.poetryfoundation.org/uploads/media/default/0001/07/684b7ab2116427eebdc9d237935662a17eb0250f.mp3,1,1,7,3,6,8,8,7,9,7,8,1,1,1,1,2,8,1,6,7,,
Hour,Reginald Gibbons,https://media.poetryfoundation.org/uploads/media/default/0001/06/60040ebacdc4f552ceeacfdadc5cd8742836fa22.mp3,1,4,2,3,5,6,7,3,4,6,4,5,6,3,4,5,5,1,3,7,,
Hour,Reginald Gibbons,https://media.poetryfoundation.org/uploads/media/default/0001/06/60040ebacdc4f552ceeacfdadc5cd8742836fa22.mp3,1,7,7,1,7,3,6,7,5,6,5,6,2,2,2,2,7,1,4,5,,
Hour,Reginald Gibbons,https://media.poetryfoundation.org/uploads/media/default/0001/06/60040ebacdc4f552ceeacfdadc5cd8742836fa22.mp3,2,3,7,9,3,4,5,1,3,1,3,4,1,3,1,2,6,5,9,1,,
Scallop Song,Anne Waldman,https://media.poetryfoundation.org/uploads/media/default/0001/07/d3f6dbae156b81cc4be66491bd42f527e0170825.mp3,4,2,4,3,3,3,3,1,1,3,3,1,1,3,1,3,1,2,4,2,,
Scallop Song,Anne Waldman,https://media.poetryfoundation.org/uploads/media/default/0001/07/d3f6dbae156b81cc4be66491bd42f527e0170825.mp3,9,8,0,2,0,8,0,0,0,0,0,8,8,9,9,6,0,9,0,0,,
Scallop Song,Anne Waldman,https://media.poetryfoundation.org/uploads/media/default/0001/07/d3f6dbae156b81cc4be66491bd42f527e0170825.mp3,1,4,2,1,8,1,8,6,7,6,3,1,1,1,1,1,7,1,7,6,,
Futility in Key West,Mark Strand,https://media.poetryfoundation.org/uploads/media/default/0001/07/2d571df884f65cd7a764e0663e3667db7fc52fda.mp3,7,6,0,4,0,5,0,0,0,0,0,7,7,7,7,6,0,5,2,0,,
Futility in Key West,Mark Strand,https://media.poetryfoundation.org/uploads/media/default/0001/07/2d571df884f65cd7a764e0663e3667db7fc52fda.mp3,6,7,2,7,4,6,10,2,8,10,6,5,9,9,6,10,5,5,8,7,,
Futility in Key West,Mark Strand,https://media.poetryfoundation.org/uploads/media/default/0001/07/2d571df884f65cd7a764e0663e3667db7fc52fda.mp3,4,7,4,7,6,6,5,6,7,4,3,6,1,4,1,1,6,1,3,5,,
The Walrus and the Carpenter,Lewis Carroll,https://media.poetryfoundation.org/uploads/media/default/0001/08/ed8dfa9f199c32e235f14b5ff3e0f82f294a69c2.mp3,3,6,3,7,5,5,5,4,4,5,7,4,4,7,4,5,4,4,6,6,,
The Walrus and the Carpenter,Lewis Carroll,https://media.poetryfoundation.org/uploads/media/default/0001/08/ed8dfa9f199c32e235f14b5ff3e0f82f294a69c2.mp3,9,10,0,6,0,0,0,0,0,0,0,9,9,7,9,8,0,5,1,0,,
The Walrus and the Carpenter,Lewis Carroll,https://media.poetryfoundation.org/uploads/media/default/0001/08/ed8dfa9f199c32e235f14b5ff3e0f82f294a69c2.mp3,7,9,0,2,0,8,0,0,0,0,0,9,9,6,8,6,0,7,1,0,,
When You Are Old,William Butler Yeats,https://media.poetryfoundation.org/uploads/media/default/0001/08/89070c1ad9b80ec8e33e0e3d4de5bd9618efe39f.mp3,7,7,8,1,7,1,8,8,2,8,6,8,3,6,1,2,8,2,10,8,,
When You Are Old,William Butler Yeats,https://media.poetryfoundation.org/uploads/media/default/0001/08/89070c1ad9b80ec8e33e0e3d4de5bd9618efe39f.mp3,6,6,6,4,6,6,6,4,8,2,8,2,8,8,4,6,2,2,6,6,,
When You Are Old,William Butler Yeats,https://media.poetryfoundation.org/uploads/media/default/0001/08/89070c1ad9b80ec8e33e0e3d4de5bd9618efe39f.mp3,3,7,8,5,7,7,5,6,9,7,6,6,2,2,2,2,7,2,7,5,,
Our sweet companions-sharing your bunk and your bed,Marina Tsvetaeva Sasha Dugdale Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/06/f092109a2ff9d1e2f607e32aac6e1c04f94e71ad.mp3,2,6,2,6,4,4,8,2,6,8,6,4,6,6,2,8,4,2,6,6,,
Our sweet companions-sharing your bunk and your bed,Marina Tsvetaeva Sasha Dugdale Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/06/f092109a2ff9d1e2f607e32aac6e1c04f94e71ad.mp3,7,6,2,8,2,2,2,1,2,1,1,9,7,8,8,8,2,7,2,1,,
Our sweet companions-sharing your bunk and your bed,Marina Tsvetaeva Sasha Dugdale Read the translator's notes,https://media.poetryfoundation.org/uploads/media/default/0001/06/f092109a2ff9d1e2f607e32aac6e1c04f94e71ad.mp3,7,7,1,6,1,1,1,1,1,1,1,8,6,6,6,4,1,7,1,2,,
My Shoes,Charles Simic,https://media.poetryfoundation.org/uploads/media/default/0001/06/94abad14556e55244bd7ccb954b1e3d9b67ff0a5.mp3,4,4,4,5,3,3,6,2,6,8,6,5,6,6,2,6,5,5,6,4,,
My Shoes,Charles Simic,https://media.poetryfoundation.org/uploads/media/default/0001/06/94abad14556e55244bd7ccb954b1e3d9b67ff0a5.mp3,5,9,4,6,4,1,3,1,3,3,3,9,7,2,8,9,3,3,1,3,,
My Shoes,Charles Simic,https://media.poetryfoundation.org/uploads/media/default/0001/06/94abad14556e55244bd7ccb954b1e3d9b67ff0a5.mp3,1,5,0,8,0,3,0,0,0,4,0,8,2,2,2,2,6,2,2,1,,
Floating Trees,C. D. Wright,https://media.poetryfoundation.org/uploads/media/default/0001/07/568d3ed5f0705f6f0408e65a312f083d9232362e.mp3,1,7,3,6,5,0,8,5,5,5,2,6,2,0,0,1,6,2,7,6,,
Floating Trees,C. D. Wright,https://media.poetryfoundation.org/uploads/media/default/0001/07/568d3ed5f0705f6f0408e65a312f083d9232362e.mp3,2,6,2,6,4,4,8,2,6,8,6,4,6,6,2,8,4,2,6,6,,
Floating Trees,C. D. Wright,https://media.poetryfoundation.org/uploads/media/default/0001/07/568d3ed5f0705f6f0408e65a312f083d9232362e.mp3,2,7,6,1,5,5,4,6,4,4,7,5,1,2,2,3,5,2,7,6,,
Funny Strange,Jennifer Michael Hecht,https://media.poetryfoundation.org/uploads/media/default/0001/05/0033aab41ad312e873c0fe61f610de2f75b98830.mp3,7,2,3,3,1,3,5,5,6,7,3,4,6,6,5,5,4,7,5,2,,
Funny Strange,Jennifer Michael Hecht,https://media.poetryfoundation.org/uploads/media/default/0001/05/0033aab41ad312e873c0fe61f610de2f75b98830.mp3,9,8,0,9,0,8,0,0,0,0,0,9,9,9,9,9,0,10,0,0,,
Funny Strange,Jennifer Michael Hecht,https://media.poetryfoundation.org/uploads/media/default/0001/05/0033aab41ad312e873c0fe61f610de2f75b98830.mp3,8,7,0,4,0,8,0,0,0,1,0,9,7,8,7,5,1,7,3,0,,
Bantams in Pine-Woods,Wallace Stevens,https://media.poetryfoundation.org/uploads/media/default/0001/06/df571938312f03d9476ce08b8451f803fbe9f191.mp3,1,2,2,1,7,7,6,6,7,5,5,3,2,2,1,2,6,1,6,7,,
Bantams in Pine-Woods,Wallace Stevens,https://media.poetryfoundation.org/uploads/media/default/0001/06/df571938312f03d9476ce08b8451f803fbe9f191.mp3,8,2,8,2,4,4,6,8,6,6,6,2,6,6,8,6,2,6,4,2,,
Bantams in Pine-Woods,Wallace Stevens,https://media.poetryfoundation.org/uploads/media/default/0001/06/df571938312f03d9476ce08b8451f803fbe9f191.mp3,1,7,8,4,7,5,5,7,7,6,7,5,4,2,1,1,7,0,6,7,,
Magnificat,Eleanor Wilner,https://media.poetryfoundation.org/uploads/media/default/0001/07/213e4f2ec7c54d3d4b8135b3914a082d4ce908ee.mp3,8,8,2,7,0,4,0,0,0,2,0,8,7,6,6,5,3,4,3,0,,
Magnificat,Eleanor Wilner,https://media.poetryfoundation.org/uploads/media/default/0001/07/213e4f2ec7c54d3d4b8135b3914a082d4ce908ee.mp3,9,9,0,9,0,9,0,0,0,1,0,9,9,9,9,9,0,9,1,0,,
Magnificat,Eleanor Wilner,https://media.poetryfoundation.org/uploads/media/default/0001/07/213e4f2ec7c54d3d4b8135b3914a082d4ce908ee.mp3,7,7,6,6,7,5,8,6,8,9,4,10,8,6,6,8,10,8,10,10,,
Sleep,Meghan O'Rourke,https://media.poetryfoundation.org/uploads/media/default/0001/06/c4694f52727f67d34be91a8764ac245256754b64.mp3,3,2,4,1,5,1,3,6,6,3,5,4,4,2,3,3,4,1,3,2,,
Sleep,Meghan O'Rourke,https://media.poetryfoundation.org/uploads/media/default/0001/06/c4694f52727f67d34be91a8764ac245256754b64.mp3,1,7,6,1,7,5,7,7,7,8,8,6,1,2,2,1,8,1,8,8,,
Sleep,Meghan O'Rourke,https://media.poetryfoundation.org/uploads/media/default/0001/06/c4694f52727f67d34be91a8764ac245256754b64.mp3,8,7,0,9,0,8,0,0,0,1,0,8,1,7,2,2,1,10,1,2,,
Minor Miracle,Marilyn Nelson,https://media.poetryfoundation.org/uploads/media/default/0001/05/c6fd10312912868043411c4b7123cc12c6559f80.mp3,2,3,2,4,3,3,1,3,1,1,4,2,1,4,3,1,2,3,3,3,,
Minor Miracle,Marilyn Nelson,https://media.poetryfoundation.org/uploads/media/default/0001/05/c6fd10312912868043411c4b7123cc12c6559f80.mp3,2,9,1,8,2,1,2,2,2,1,2,9,7,1,9,7,2,7,1,1,,
Minor Miracle,Marilyn Nelson,https://media.poetryfoundation.org/uploads/media/default/0001/05/c6fd10312912868043411c4b7123cc12c6559f80.mp3,6,0,0,7,0,0,0,0,4,2,0,10,0,0,0,7,3,0,4,0,,
A Hundred Bolts of Satin,Kay Ryan,https://media.poetryfoundation.org/uploads/media/default/0001/06/44ce7bd0e8d9d0eeb8c2507ce881a2ecd3c6382a.mp3,9,9,0,1,0,3,0,0,0,0,0,8,2,8,7,1,0,4,0,0,,
A Hundred Bolts of Satin,Kay Ryan,https://media.poetryfoundation.org/uploads/media/default/0001/06/44ce7bd0e8d9d0eeb8c2507ce881a2ecd3c6382a.mp3,2,5,2,6,8,8,8,6,4,2,6,4,3,6,4,7,6,4,2,6,,
A Hundred Bolts of Satin,Kay Ryan,https://media.poetryfoundation.org/uploads/media/default/0001/06/44ce7bd0e8d9d0eeb8c2507ce881a2ecd3c6382a.mp3,0,0,0,0,0,0,3,1,0,0,0,2,0,0,0,0,1,0,1,0,,
Little God Origami,Stefi Weisburd,https://media.poetryfoundation.org/uploads/media/default/0001/06/960181863c2b2651a87b32917074ebe4204db7e6.mp3,3,5,5,4,8,5,6,6,8,7,6,8,1,3,3,1,8,3,7,8,,
Little God Origami,Stefi Weisburd,https://media.poetryfoundation.org/uploads/media/default/0001/06/960181863c2b2651a87b32917074ebe4204db7e6.mp3,3,6,3,7,5,5,5,4,4,5,7,4,4,7,4,5,4,4,6,6,,
Little God Origami,Stefi Weisburd,https://media.poetryfoundation.org/uploads/media/default/0001/06/960181863c2b2651a87b32917074ebe4204db7e6.mp3,4,4,0,2,2,4,1,2,1,1,1,5,3,3,4,4,1,1,2,1,,
We Real Cool,Gwendolyn Brooks,https://media.poetryfoundation.org/uploads/media/default/0001/06/6a9e22c518da14a650b1a1742f94f89926c3f7e5.mp3,1,3,4,3,3,2,5,4,5,7,4,2,3,3,1,4,6,1,5,6,,
We Real Cool,Gwendolyn Brooks,https://media.poetryfoundation.org/uploads/media/default/0001/06/6a9e22c518da14a650b1a1742f94f89926c3f7e5.mp3,9,8,2,6,1,2,2,1,1,2,2,9,7,7,6,7,1,8,2,1,,
We Real Cool,Gwendolyn Brooks,https://media.poetryfoundation.org/uploads/media/default/0001/06/6a9e22c518da14a650b1a1742f94f89926c3f7e5.mp3,8,8,0,7,0,7,0,0,0,0,0,7,8,9,8,7,0,5,0,0,,
Conversion Comedy,Ange Mlinko,https://media.poetryfoundation.org/uploads/media/default/0001/06/075036edcc1514d81bb42683bd3d5987716850f7.mp3,8,7,0,6,0,5,0,0,0,2,0,8,5,8,7,5,1,4,2,0,,
Conversion Comedy,Ange Mlinko,https://media.poetryfoundation.org/uploads/media/default/0001/06/075036edcc1514d81bb42683bd3d5987716850f7.mp3,2,6,2,6,8,8,8,6,4,2,6,6,4,6,6,8,6,4,2,6,,
Conversion Comedy,Ange Mlinko,https://media.poetryfoundation.org/uploads/media/default/0001/06/075036edcc1514d81bb42683bd3d5987716850f7.mp3,9,10,0,8,0,6,0,0,0,0,0,9,8,9,9,9,0,10,0,0,,
Bat Cave,Eleanor Wilner,https://media.poetryfoundation.org/uploads/media/default/0001/07/bd0d3826abae4e0b18e28d2cb704e3a7d8818cce.mp3,4,5,0,4,1,2,1,0,1,0,0,9,2,3,1,2,0,1,1,0,,
Bat Cave,Eleanor Wilner,https://media.poetryfoundation.org/uploads/media/default/0001/07/bd0d3826abae4e0b18e28d2cb704e3a7d8818cce.mp3,0,0,2,0,0,0,0,1,0,0,1,7,0,0,0,0,2,0,0,0,,
Bat Cave,Eleanor Wilner,https://media.poetryfoundation.org/uploads/media/default/0001/07/bd0d3826abae4e0b18e28d2cb704e3a7d8818cce.mp3,3,7,3,4,7,7,6,7,5,4,4,6,5,4,7,6,6,5,2,7,,
Storm Windows,Howard Nemerov,https://media.poetryfoundation.org/uploads/media/default/0001/06/7924df30690bf22d07855c9c4d3145dc9c8ccbe2.mp3,0,0,0,1,0,0,2,0,0,0,0,4,0,0,0,0,1,0,1,0,,
Storm Windows,Howard Nemerov,https://media.poetryfoundation.org/uploads/media/default/0001/06/7924df30690bf22d07855c9c4d3145dc9c8ccbe2.mp3,3,7,3,4,7,7,6,7,5,4,4,6,5,4,7,6,6,5,2,7,,
Storm Windows,Howard Nemerov,https://media.poetryfoundation.org/uploads/media/default/0001/06/7924df30690bf22d07855c9c4d3145dc9c8ccbe2.mp3,2,8,2,2,7,4,7,7,6,7,3,4,1,3,3,1,6,3,6,5,,
Conversation with Slugs and Sarah,Jennifer Chang,https://media.poetryfoundation.org/uploads/media/default/0001/07/e72b1fb95bd28fb8f43480604fddaab012be9bbc.mp3,5,6,5,2,4,4,5,7,7,6,3,7,7,3,7,5,7,4,4,6,,
Conversation with Slugs and Sarah,Jennifer Chang,https://media.poetryfoundation.org/uploads/media/default/0001/07/e72b1fb95bd28fb8f43480604fddaab012be9bbc.mp3,8,8,1,7,1,6,1,1,2,1,1,6,5,6,6,5,1,6,1,1,,
Conversation with Slugs and Sarah,Jennifer Chang,https://media.poetryfoundation.org/uploads/media/default/0001/07/e72b1fb95bd28fb8f43480604fddaab012be9bbc.mp3,6,2,2,7,5,3,2,4,2,1,2,3,4,6,5,1,1,5,1,2,,
Silence,Billy Collins,https://media.poetryfoundation.org/uploads/media/default/0001/06/08b84543ece2ea0df46318aa46e2180f371e5575.mp3,1,6,3,3,7,4,6,7,5,1,4,4,6,3,3,7,3,2,1,3,,
Silence,Billy Collins,https://media.poetryfoundation.org/uploads/media/default/0001/06/08b84543ece2ea0df46318aa46e2180f371e5575.mp3,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,,
Silence,Billy Collins,https://media.poetryfoundation.org/uploads/media/default/0001/06/08b84543ece2ea0df46318aa46e2180f371e5575.mp3,9,8,2,6,1,1,1,1,1,1,1,9,6,5,8,7,1,9,1,1,,
Indian River,Wallace Stevens,https://media.poetryfoundation.org/uploads/media/default/0001/06/cf88eb2ab8e287a88658b8bd4bbb78c50a4d6c1c.mp3,4,1,4,1,2,2,3,4,3,3,3,1,3,3,4,3,1,3,2,1,,
Indian River,Wallace Stevens,https://media.poetryfoundation.org/uploads/media/default/0001/06/cf88eb2ab8e287a88658b8bd4bbb78c50a4d6c1c.mp3,2,5,3,3,3,1,3,3,2,5,3,4,2,1,4,4,0,4,4,4,,
Indian River,Wallace Stevens,https://media.poetryfoundation.org/uploads/media/default/0001/06/cf88eb2ab8e287a88658b8bd4bbb78c50a4d6c1c.mp3,1,1,7,2,6,6,6,7,7,6,7,3,2,2,1,1,6,1,4,7,,
Heat,Jane Hirshfield,https://media.poetryfoundation.org/uploads/media/default/0001/06/56e690764c8feb2c54b9e8164e49a5a5e05a33fd.mp3,0,0,0,2,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,,
Heat,Jane Hirshfield,https://media.poetryfoundation.org/uploads/media/default/0001/06/56e690764c8feb2c54b9e8164e49a5a5e05a33fd.mp3,3,7,1,4,4,7,4,3,2,4,3,6,5,4,7,6,6,5,2,7,,
Heat,Jane Hirshfield,https://media.poetryfoundation.org/uploads/media/default/0001/06/56e690764c8feb2c54b9e8164e49a5a5e05a33fd.mp3,8,5,4,6,4,2,2,2,3,1,3,9,9,9,8,6,2,7,2,1,,
Dismantling the House,Stephen Dunn,https://media.poetryfoundation.org/uploads/media/default/0001/06/402e796987461af9df53664a0212f60eef5a3ba5.mp3,7,6,0,6,0,5,0,0,0,0,0,9,3,7,7,4,2,2,2,0,,
Dismantling the House,Stephen Dunn,https://media.poetryfoundation.org/uploads/media/default/0001/06/402e796987461af9df53664a0212f60eef5a3ba5.mp3,0,8,4,4,3,2,3,4,3,4,1,9,1,2,2,1,4,5,4,3,,
Dismantling the House,Stephen Dunn,https://media.poetryfoundation.org/uploads/media/default/0001/06/402e796987461af9df53664a0212f60eef5a3ba5.mp3,3,7,3,4,7,7,6,7,5,4,4,6,5,4,7,6,6,5,2,7,,
Nostalgia,Billy Collins,https://media.poetryfoundation.org/uploads/media/default/0001/06/aeee33723394e488dbc45c37304149e4066f19d9.mp3,10,9,0,2,0,9,0,0,0,0,0,9,9,9,9,9,0,9,0,0,,
Nostalgia,Billy Collins,https://media.poetryfoundation.org/uploads/media/default/0001/06/aeee33723394e488dbc45c37304149e4066f19d9.mp3,7,9,8,8,8,2,5,5,8,3,2,8,4,8,3,7,5,6,8,2,,
Nostalgia,Billy Collins,https://media.poetryfoundation.org/uploads/media/default/0001/06/aeee33723394e488dbc45c37304149e4066f19d9.mp3,2,4,5,4,4,3,4,6,5,1,6,3,4,4,7,4,2,3,3,5,,
The Sun Rising,John Donne,https://media.poetryfoundation.org/uploads/media/default/0001/06/fa06dd55948e7f04b4b64d212a8b81a4c9b6b447.mp3,2,0,0,0,0,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,,
The Sun Rising,John Donne,https://media.poetryfoundation.org/uploads/media/default/0001/06/fa06dd55948e7f04b4b64d212a8b81a4c9b6b447.mp3,6,4,6,7,5,5,2,6,5,5,3,7,5,3,6,2,7,7,3,4,,
The Sun Rising,John Donne,https://media.poetryfoundation.org/uploads/media/default/0001/06/fa06dd55948e7f04b4b64d212a8b81a4c9b6b447.mp3,4,9,6,5,3,7,5,5,6,3,5,9,8,8,8,8,3,6,3,2,,
The Journey,Yvor Winters,https://media.poetryfoundation.org/uploads/media/default/0001/06/4610e0cfbfbe16fc7230662bc635dd90d5bd2ead.mp3,1,2,1,1,7,5,8,5,6,4,4,2,0,0,1,0,6,1,7,6,,
The Journey,Yvor Winters,https://media.poetryfoundation.org/uploads/media/default/0001/06/4610e0cfbfbe16fc7230662bc635dd90d5bd2ead.mp3,5,9,5,2,4,4,5,7,7,6,3,8,10,3,7,8,7,4,4,6,,
The Journey,Yvor Winters,https://media.poetryfoundation.org/uploads/media/default/0001/06/4610e0cfbfbe16fc7230662bc635dd90d5bd2ead.mp3,1,1,3,9,4,4,9,3,7,4,5,5,1,1,2,2,6,2,10,5,,
A Letter in October,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/c630975aee3a60993f140c8368ef03c883b92895.mp3,1,3,1,3,2,2,4,1,3,4,3,2,3,3,1,4,2,1,3,3,,
A Letter in October,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/c630975aee3a60993f140c8368ef03c883b92895.mp3,8,9,0,9,0,9,0,0,0,0,0,9,9,8,9,8,0,9,0,0,,
A Letter in October,Ted Kooser,https://media.poetryfoundation.org/uploads/media/default/0001/06/c630975aee3a60993f140c8368ef03c883b92895.mp3,8,7,0,1,0,9,0,0,0,0,0,9,7,8,8,5,0,7,0,0,,
Aristotle,Billy Collins,https://media.poetryfoundation.org/uploads/media/default/0001/06/5edc1804945e7b1895a61daeeb2529909c32f3da.mp3,9,8,0,8,0,9,2,0,0,3,0,8,8,7,8,9,2,8,3,2,,
Aristotle,Billy Collins,https://media.poetryfoundation.org/uploads/media/default/0001/06/5edc1804945e7b1895a61daeeb2529909c32f3da.mp3,9,9,0,2,0,9,0,0,0,0,0,9,9,9,9,9,0,8,0,0,,
Aristotle,Billy Collins,https://media.poetryfoundation.org/uploads/media/default/0001/06/5edc1804945e7b1895a61daeeb2529909c32f3da.mp3,4,6,4,7,3,3,5,4,5,7,4,6,5,4,4,5,6,4,5,6,,
